edad,acostumbra_leer,lee_libros,lee_revistas,lee_periodicos,lee_historietas,lee_sitios_web_blogs,formato_libro_digital,formato_libro_impreso,formato_revista_digital,formato_revista_impresa,formato_periodico_digital,formato_periodico_impreso,minutos_lectura_continua,comprension_lectura,motivo_no_leer,libros_en_casa_niñez,anio
38,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,60,La mayor parte,NA,No,2019
24,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
23,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,90,La mayor parte,NA,Sí,2019
39,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
21,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2019
35,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,Sí,2019
35,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,15,Toda,NA,Sí,2019
32,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
49,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,30,Toda,NA,No,2019
58,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,25,La mayor parte,NA,Sí,2019
25,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2019
60,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,15,La mitad,NA,Sí,2019
26,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,NA,NA,60,La mayor parte,NA,Sí,2019
37,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,45,La mayor parte,NA,Sí,2019
53,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,60,La mayor parte,NA,No,2019
48,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,Toda,NA,No,2019
26,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
26,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
40,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,20,Toda,NA,No,2019
44,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,25,La mayor parte,NA,No,2019
64,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
43,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
40,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,40,La mayor parte,NA,No,2019
42,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
64,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,20,La mitad,NA,Sí,2019
70,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
26,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,35,La mitad,NA,No,2019
49,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,Poca,NA,No,2019
36,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2019
29,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mitad,NA,No,2019
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
45,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,40,La mayor parte,NA,Sí,2019
62,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2019
46,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mitad,NA,Sí,2019
57,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
25,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
61,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
61,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2019
32,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2019
36,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,Toda,NA,Sí,2019
40,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
46,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
71,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
52,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,15,La mayor parte,NA,Sí,2019
37,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
45,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
27,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
51,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,No recuerda,2019
76,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,180,Toda,NA,Sí,2019
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
46,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2019
51,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
41,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,15,La mitad,NA,Sí,2019
46,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,10,La mayor parte,NA,Sí,2019
29,No,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,3,La mayor parte,NA,No,2019
54,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,30,Toda,NA,Sí,2019
47,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,1,La mitad,NA,Sí,2019
24,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
44,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Toda,NA,No,2019
35,Sí,No,Sí,Sí,Sí,Sí,NA,NA,No,Sí,No,Sí,15,Toda,NA,No,2019
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
32,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,60,La mayor parte,NA,Sí,2019
45,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,35,La mayor parte,NA,Sí,2019
48,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,No,2019
53,No,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,30,La mitad,NA,Sí,2019
34,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
67,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Otro,Sí,2019
22,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,Toda,NA,No,2019
70,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,Toda,NA,No,2019
42,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,120,Toda,NA,No recuerda,2019
45,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,Toda,NA,Sí,2019
23,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,40,La mayor parte,NA,Sí,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
56,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,No,2019
21,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
51,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,Toda,NA,Sí,2019
20,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,No,2019
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
41,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2019
25,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,Toda,NA,No recuerda,2019
69,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,Poca,NA,No,2019
61,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,Toda,NA,No,2019
50,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,45,Toda,NA,No,2019
26,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
24,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
48,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
45,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,No,2019
44,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,180,Toda,NA,Sí,2019
51,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,60,La mayor parte,NA,Sí,2019
81,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
52,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de dinero,No,2019
27,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
65,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de dinero,No,2019
66,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Poca,NA,No,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
50,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,30,La mitad,NA,No,2019
26,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,NA,NA,30,Toda,NA,Sí,2019
42,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Sí,60,La mayor parte,NA,No,2019
27,No,No,No,No,Sí,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
19,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mitad,NA,Sí,2019
30,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,45,La mayor parte,NA,Sí,2019
39,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,60,La mayor parte,NA,Sí,2019
39,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,No,2019
62,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,120,La mayor parte,NA,No,2019
76,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Toda,NA,No,2019
57,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,15,La mitad,NA,No,2019
46,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,40,La mayor parte,NA,No,2019
28,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
44,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
43,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,No,2019
34,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,10,La mayor parte,NA,No,2019
80,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,No,2019
55,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,10,La mayor parte,NA,No,2019
43,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
37,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
50,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
52,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
28,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,Sí,No,30,La mayor parte,NA,Sí,2019
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
34,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,La mitad,NA,Sí,2019
19,No,No,No,No,Sí,No,NA,NA,NA,NA,NA,NA,60,La mitad,NA,Sí,2019
65,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mitad,NA,No,2019
43,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
35,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
53,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,Sí,2019
19,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,Toda,NA,Sí,2019
37,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,NA,NA,30,La mitad,NA,Sí,2019
45,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,No,Sí,20,La mayor parte,NA,Sí,2019
67,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
42,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
46,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,Toda,NA,No,2019
72,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,30,Toda,NA,Sí,2019
40,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
46,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
52,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,10,La mitad,NA,Sí,2019
18,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,60,Toda,NA,Sí,2019
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
60,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,15,La mayor parte,NA,Sí,2019
38,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,No,2019
70,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
90,Sí,Sí,No,Sí,No,Sí,Sí,Sí,NA,NA,No,Sí,20,Toda,NA,No,2019
52,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
88,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,60,Poca,NA,No,2019
80,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
35,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2019
35,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
34,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
35,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
63,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
46,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,15,Poca,NA,Sí,2019
51,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Poca,NA,Sí,2019
31,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,Toda,NA,No recuerda,2019
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
35,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,No,2019
53,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,Sí,2019
25,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,Sí,2019
65,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
76,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
29,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
30,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
42,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Poca,NA,No recuerda,2019
52,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,Sí,2019
51,Sí,No,Sí,No,Sí,No,NA,NA,No,Sí,NA,NA,60,Poca,NA,Sí,2019
35,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
31,Sí,No,Sí,Sí,Sí,Sí,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
43,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,No,2019
29,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,Sí,No,35,La mayor parte,NA,Sí,2019
42,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,10,Toda,NA,Sí,2019
44,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,Sí,No,60,Toda,NA,Sí,2019
37,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,No,2019
31,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,5,La mayor parte,NA,No,2019
32,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,La mitad,NA,Sí,2019
32,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,15,La mitad,NA,Sí,2019
43,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,10,La mayor parte,NA,No,2019
29,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
38,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
35,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,60,La mayor parte,NA,No,2019
45,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
45,No,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,10,La mitad,NA,Sí,2019
46,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
88,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,No recuerda,2019
77,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
43,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
28,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,30,Toda,NA,Sí,2019
84,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Poca,NA,No,2019
29,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mitad,NA,No,2019
59,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,NA,NA,10,La mitad,NA,No,2019
37,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,Sí,No,30,La mayor parte,NA,No recuerda,2019
55,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
44,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,60,Toda,NA,Sí,2019
76,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
24,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2019
47,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
23,Sí,No,Sí,Sí,Sí,Sí,NA,NA,Sí,No,No,Sí,30,Toda,NA,Sí,2019
26,No,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,10,La mayor parte,NA,Sí,2019
70,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,No,2019
52,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,No,Sí,60,La mayor parte,NA,Sí,2019
23,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2019
78,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,No,2019
34,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,20,Toda,NA,Sí,2019
30,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,Toda,NA,Sí,2019
32,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2019
46,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mitad,NA,No,2019
43,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,15,La mitad,NA,Sí,2019
60,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,Toda,NA,No,2019
60,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,60,La mayor parte,NA,No recuerda,2019
25,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,NA,NA,240,Toda,NA,Sí,2019
20,No,No,No,Sí,No,Sí,NA,NA,NA,NA,Sí,No,30,La mayor parte,NA,No,2019
27,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,NA,NA,15,La mayor parte,NA,Sí,2019
60,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
25,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,45,La mayor parte,NA,Sí,2019
50,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,No,2019
45,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,120,La mayor parte,NA,No,2019
44,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
31,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,Sí,2019
63,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mitad,NA,Sí,2019
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
24,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,120,La mayor parte,NA,Sí,2019
58,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,No,2019
22,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,20,La mitad,NA,Sí,2019
61,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
58,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,15,Poca,NA,Sí,2019
46,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,30,Poca,NA,No,2019
22,No,No,No,No,Sí,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
20,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,30,Toda,NA,Sí,2019
50,Sí,Sí,No,Sí,No,Sí,Sí,No,NA,NA,No,Sí,10,La mayor parte,NA,Sí,2019
23,No,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,10,Poca,NA,No,2019
40,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
21,No,Sí,No,No,Sí,No,No,Sí,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2019
35,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
18,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,Toda,NA,Sí,2019
24,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
57,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,20,Poca,NA,No,2019
24,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
31,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,15,La mayor parte,NA,Sí,2019
30,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
51,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,La mitad,NA,No,2019
32,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,10,La mitad,NA,No,2019
43,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,10,La mayor parte,NA,Sí,2019
28,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,180,La mayor parte,NA,Sí,2019
70,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
37,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
28,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2019
21,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Poca,NA,Sí,2019
34,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,Toda,NA,Sí,2019
39,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,Toda,NA,Sí,2019
48,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2020
41,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,10,La mayor parte,NA,Sí,2020
55,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2020
55,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2020
60,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,Sí,2020
48,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,Toda,NA,Sí,2020
